source airport,source airport id,destination apirport,destination airport id,source city,destination city,airline name,plane model,capacity
JFK,3797,GRU,2564,New York,Sao Paulo,City Connexion Airlines,Boeing 767-400,409
JFK,3797,HNL,3728,New York,Honolulu,Hawaiian Airlines,Airbus A330-200,234
JFK,3797,LAS,3877,New York,Las Vegas,Hawaiian Airlines,Airbus A320,158
JFK,3797,RIX,3953,New York,Riga,Uzbekistan Airways,Boeing 767-300,148
JFK,3797,RIX,3953,New York,Riga,Uzbekistan Airways,Boeing 767-400,409
JFK,3797,BCN,1218,New York,Barcelona,Iberia Airlines,Boeing 767-300,148
JFK,3797,CDG,1382,New York,Paris,Iberia Airlines,Boeing 767-300,148
JFK,3797,CDG,1382,New York,Paris,Iberia Airlines,Boeing 757,0
JFK,3797,FCO,1555,New York,Rome,Iberia Airlines,Boeing 767-300,148
JFK,3797,HEL,421,New York,Helsinki,Iberia Airlines,Airbus A330,0
JFK,3797,LCY,503,New York,London,Iberia Airlines,Airbus A318,132
JFK,3797,LHR,507,New York,London,Iberia Airlines,Boeing 747-400,366
JFK,3797,LHR,507,New York,London,Iberia Airlines,Boeing 777-300ER,396
JFK,3797,LHR,507,New York,London,Iberia Airlines,Boeing 777,388
JFK,3797,MAD,1229,New York,Madrid,Iberia Airlines,Airbus A330-300,293
JFK,3797,MAD,1229,New York,Madrid,Iberia Airlines,Airbus A340-600,475
JFK,3797,MAN,478,New York,Manchester,Iberia Airlines,Boeing 757,0
JFK,3797,MXP,1524,New York,Milano,Iberia Airlines,Boeing 767-300,148
JFK,3797,ORY,1386,New York,Paris,Iberia Airlines,Boeing 757-200,162
JFK,3797,GIG,2560,New York,Rio De Janeiro,TAM Brazilian Airlines,Boeing 767-300,148
JFK,3797,GRU,2564,New York,Sao Paulo,TAM Brazilian Airlines,Boeing 777-300,350
JFK,3797,GRU,2564,New York,Sao Paulo,TAM Brazilian Airlines,Boeing 777-300ER,396
JFK,3797,GRU,2564,New York,Sao Paulo,TAM Brazilian Airlines,Boeing 777,388
JFK,3797,LIM,2789,New York,Lima,TAM Brazilian Airlines,Boeing 767-300,148
JFK,3797,MSY,3861,New York,New Orleans,Japan Airlines,Embraer 190,0
JFK,3797,NRT,2279,New York,Tokyo,Japan Airlines,Boeing 787-8,231
JFK,3797,NRT,2279,New York,Tokyo,Japan Airlines,Boeing 777-300,350
JFK,3797,ICN,3930,New York,Seoul,Korean Air,Boeing 777-300ER,396
JFK,3797,ICN,3930,New York,Seoul,Korean Air,Airbus A380-800,520
JFK,3797,AMS,580,New York,Amsterdam,KLM Royal Dutch Airlines,Airbus A330,0
JFK,3797,AMS,580,New York,Amsterdam,KLM Royal Dutch Airlines,Boeing 777,388
JFK,3797,AMS,580,New York,Amsterdam,KLM Royal Dutch Airlines,Boeing 747,660
JFK,3797,ATL,3682,New York,Atlanta,KLM Royal Dutch Airlines,Airbus A319,132
JFK,3797,ATL,3682,New York,Atlanta,KLM Royal Dutch Airlines,Boeing 737-800,160
JFK,3797,ATL,3682,New York,Atlanta,KLM Royal Dutch Airlines,Boeing 757-200,162
JFK,3797,ATL,3682,New York,Atlanta,KLM Royal Dutch Airlines,McDonnell Douglas MD-88,149
JFK,3797,BCN,1218,New York,Barcelona,KLM Royal Dutch Airlines,Airbus A330,0
JFK,3797,DUB,599,New York,Dublin,KLM Royal Dutch Airlines,Boeing 757,0
JFK,3797,LHR,507,New York,London,KLM Royal Dutch Airlines,Boeing 767,375
JFK,3797,MAD,1229,New York,Madrid,KLM Royal Dutch Airlines,Boeing 767,375
JFK,3797,MSY,3861,New York,New Orleans,KLM Royal Dutch Airlines,Canadair Regional Jet 900,0
LGA,3697,ATL,3682,New York,Atlanta,KLM Royal Dutch Airlines,Boeing 757,0
LGA,3697,ATL,3682,New York,Atlanta,KLM Royal Dutch Airlines,McDonnell Douglas MD-88,149
JFK,3797,KWI,2176,New York,Kuwait,Kuwait Airways,Boeing 777,388
JFK,3797,LHR,507,New York,London,Kuwait Airways,Boeing 777,388
JFK,3797,GCM,1926,New York,Georgetown,Cayman Airways,Boeing 737-300,149
JFK,3797,LIM,2789,New York,Lima,LAN Airlines,Boeing 767-300,148
JFK,3797,SCL,2650,New York,Santiago,LAN Airlines,Boeing 787,0
JFK,3797,BRU,302,New York,Brussels,Lufthansa,Airbus A330-300,293
JFK,3797,FRA,340,New York,Frankfurt,Lufthansa,Airbus A380-800,520
JFK,3797,FRA,340,New York,Frankfurt,Lufthansa,Boeing 747-400,366
JFK,3797,MSY,3861,New York,New Orleans,Lufthansa,Embraer 190,0
JFK,3797,MUC,346,New York,Munich,Lufthansa,Airbus A330-300,293
JFK,3797,WAW,679,New York,Warsaw,LOT Polish Airlines,Boeing 787-8,231
JFK,3797,GVA,1665,New York,Geneva,Swiss International Air Lines,Airbus A330-300,293
JFK,3797,ZRH,1678,New York,Zurich,Swiss International Air Lines,Airbus A330-300,293
JFK,3797,TLV,1590,New York,Tel-aviv,El Al Israel Airlines,Boeing 747-400,366
JFK,3797,LHR,507,New York,London,Malaysia Airlines,Boeing 777,388
JFK,3797,CAI,1128,New York,Cairo,Egyptair,Boeing 777-300,350
JFK,3797,PVG,3406,New York,Shanghai,China Eastern Airlines,Airbus A340-600,475
JFK,3797,NRT,2279,New York,Tokyo,All Nippon Airways,Boeing 777-300ER,396
LGA,3697,DFW,3670,New York,Dallas-Fort Worth,Spirit Airlines,Airbus A319,132
LGA,3697,DTW,3645,New York,Detroit,Spirit Airlines,Airbus A320,158
LGA,3697,FLL,3533,New York,Fort Lauderdale,Spirit Airlines,Airbus A321,192
LGA,3697,FLL,3533,New York,Fort Lauderdale,Spirit Airlines,Airbus A320,158
LGA,3697,MYR,3515,New York,Myrtle Beach,Spirit Airlines,Airbus A320,158
LGA,3697,ORD,3830,New York,Chicago,Spirit Airlines,Airbus A320,158
JFK,3797,KIN,1779,New York,Kingston,Overland Airways,Boeing 757-200,162
JFK,3797,VIE,1613,New York,Vienna,Austrian Airlines,Boeing 777-200,308
JFK,3797,ICN,3930,New York,Seoul,Asiana Airlines,Boeing 777-300ER,396
JFK,3797,LHE,2207,New York,Lahore,Pakistan International Airlines,Boeing 777,388
JFK,3797,KBP,2939,New York,Kiev,Ukraine International Airlines,Boeing 767,375
JFK,3797,LAX,3484,New York,Los Angeles,Qantas,Boeing 747-400,366
JFK,3797,BCN,1218,New York,Barcelona,Qatar Airways,Boeing 767-300,148
JFK,3797,CDG,1382,New York,Paris,Qatar Airways,Boeing 757,0
JFK,3797,DOH,11051,New York,Doha,Qatar Airways,Boeing 777-300ER,396
JFK,3797,LAS,3877,New York,Las Vegas,Qatar Airways,Boeing 737-800,160
JFK,3797,MSY,3861,New York,New Orleans,Qatar Airways,Embraer 190,0
JFK,3797,MXP,1524,New York,Milano,Qatar Airways,Boeing 767-300,148
JFK,3797,ORD,3830,New York,Chicago,Qatar Airways,Boeing 737-800,160
JFK,3797,SAN,3731,New York,San Diego,Qatar Airways,Boeing 737-800,160
JFK,3797,AMM,2170,New York,Amman,Royal Jordanian,Airbus A340,0
JFK,3797,AMM,2170,New York,Amman,Royal Jordanian,Airbus A330,0
JFK,3797,JNB,813,New York,Johannesburg,South African Airways,Airbus A340-600,475
JFK,3797,CDG,1382,New York,Paris,XL Airways France,Boeing 767-300,148
JFK,3797,CDG,1382,New York,Paris,XL Airways France,Airbus A330-200,234
JFK,3797,BRU,302,New York,Brussels,Brussels Airlines,Airbus A330-300,293
JFK,3797,FRA,340,New York,Frankfurt,Singapore Airlines,Airbus A380-800,520
JFK,3797,ATL,3682,New York,Atlanta,Aeroflot Russian Airlines,Boeing 757-200,162
JFK,3797,ATL,3682,New York,Atlanta,Aeroflot Russian Airlines,Airbus A319,132
JFK,3797,ATL,3682,New York,Atlanta,Aeroflot Russian Airlines,Boeing 737-800,160
JFK,3797,ATL,3682,New York,Atlanta,Aeroflot Russian Airlines,Boeing 757,0
JFK,3797,ATL,3682,New York,Atlanta,Aeroflot Russian Airlines,McDonnell Douglas MD-88,149
JFK,3797,SVO,2985,New York,Moscow,Aeroflot Russian Airlines,Airbus A330-300,293
JFK,3797,SVO,2985,New York,Moscow,Aeroflot Russian Airlines,Boeing 777-300ER,396
JFK,3797,JED,2072,New York,Jeddah,Saudi Arabian Airlines,Boeing 777,388
JFK,3797,RUH,2082,New York,Riyadh,Saudi Arabian Airlines,Boeing 777,388
JFK,3797,MSP,3858,New York,Minneapolis,Sun Country Airlines,Boeing 737-700,124
JFK,3797,MSP,3858,New York,Minneapolis,Sun Country Airlines,Boeing 737-800,160
JFK,3797,IST,1701,New York,Istanbul,Turkish Airlines,Airbus A330,0
JFK,3797,IST,1701,New York,Istanbul,Turkish Airlines,Boeing 777-300ER,396
JFK,3797,BOG,2709,New York,Bogota,United Airlines,Airbus A330,0
JFK,3797,BRU,302,New York,Brussels,United Airlines,Airbus A330-300,293
JFK,3797,CAI,1128,New York,Cairo,United Airlines,Boeing 777-300,350
JFK,3797,DUB,599,New York,Dublin,United Airlines,Airbus A330,0
JFK,3797,FRA,340,New York,Frankfurt,United Airlines,Airbus A380-800,520
JFK,3797,FRA,340,New York,Frankfurt,United Airlines,Boeing 747-400,366
JFK,3797,GVA,1665,New York,Geneva,United Airlines,Airbus A330-300,293
JFK,3797,ICN,3930,New York,Seoul,United Airlines,Boeing 777-300ER,396
JFK,3797,JNB,813,New York,Johannesburg,United Airlines,Airbus A340-600,475
JFK,3797,LAX,3484,New York,Los Angeles,United Airlines,Boeing 757,0
JFK,3797,MUC,346,New York,Munich,United Airlines,Airbus A330-300,293
JFK,3797,NRT,2279,New York,Tokyo,United Airlines,Boeing 777-300ER,396
JFK,3797,PEK,3364,New York,Beijing,United Airlines,Boeing 777-300,350
JFK,3797,PTY,1871,New York,Panama City,United Airlines,Boeing 737-800,160
JFK,3797,SAL,1892,New York,San Salvador,United Airlines,Airbus A320,158
JFK,3797,SFO,3469,New York,San Francisco,United Airlines,Boeing 757,0
JFK,3797,VIE,1613,New York,Vienna,United Airlines,Boeing 777-200,308
JFK,3797,ZRH,1678,New York,Zurich,United Airlines,Airbus A330-300,293
LGA,3697,CLE,3486,New York,Cleveland,United Airlines,Embraer 170,0
LGA,3697,DEN,3751,New York,Denver,United Airlines,Boeing 757-200,162
LGA,3697,DEN,3751,New York,Denver,United Airlines,Airbus A320,158
LGA,3697,DEN,3751,New York,Denver,United Airlines,Boeing 737-800,160
LGA,3697,IAD,3714,New York,Washington,United Airlines,Embraer 170,0
LGA,3697,IAD,3714,New York,Washington,United Airlines,Canadair Regional Jet 700,0
LGA,3697,IAH,3550,New York,Houston,United Airlines,Boeing 737-800,160
LGA,3697,IAH,3550,New York,Houston,United Airlines,Airbus A320,158
LGA,3697,IAH,3550,New York,Houston,United Airlines,Boeing 737-700,124
LGA,3697,IAH,3550,New York,Houston,United Airlines,Airbus A319,132
LGA,3697,ORD,3830,New York,Chicago,United Airlines,Airbus A319,132
LGA,3697,ORD,3830,New York,Chicago,United Airlines,Airbus A320,158
LGA,3697,ORD,3830,New York,Chicago,United Airlines,Boeing 737-800,160
LGA,3697,ORD,3830,New York,Chicago,United Airlines,Boeing 737-700,124
LGA,3697,ORD,3830,New York,Chicago,United Airlines,Boeing 757-200,162
LGA,3697,YUL,146,New York,Montreal,United Airlines,Embraer 175,0
LGA,3697,YYZ,193,New York,Toronto,United Airlines,Embraer 190,0
LGA,3697,YYZ,193,New York,Toronto,United Airlines,Embraer 175,0
JFK,3797,VKO,2988,New York,Moscow,Transaero Airlines,Boeing 777,388
JFK,3797,AMM,2170,New York,Amman,US Airways,Airbus A340,0
JFK,3797,AMM,2170,New York,Amman,US Airways,Airbus A330,0
JFK,3797,ANU,2874,New York,Antigua,US Airways,Boeing 737-800,160
JFK,3797,AUS,3673,New York,Austin,US Airways,Boeing 737-800,160
JFK,3797,BCN,1218,New York,Barcelona,US Airways,Boeing 767-300,148
JFK,3797,BDA,4069,New York,Bermuda,US Airways,Boeing 737-800,160
JFK,3797,BNA,3690,New York,Nashville,US Airways,Embraer RJ145,0
JFK,3797,BOG,2709,New York,Bogota,US Airways,Airbus A319,132
JFK,3797,BOS,3448,New York,Boston,US Airways,Boeing 737-800,160
JFK,3797,BWI,3849,New York,Baltimore,US Airways,Embraer RJ145,0
JFK,3797,CDG,1382,New York,Paris,US Airways,Boeing 767-300,148
JFK,3797,CDG,1382,New York,Paris,US Airways,Boeing 757,0
JFK,3797,CLE,3486,New York,Cleveland,US Airways,Embraer RJ145,0
JFK,3797,CLT,3876,New York,Charlotte,US Airways,Airbus A321,192
JFK,3797,CLT,3876,New York,Charlotte,US Airways,Airbus A319,132
JFK,3797,CMH,3759,New York,Columbus,US Airways,Canadair Regional Jet 700,0
JFK,3797,CUN,1852,New York,Cancun,US Airways,Boeing 737-800,160
JFK,3797,CVG,3488,New York,Cincinnati,US Airways,Embraer RJ145,0
JFK,3797,DCA,3520,New York,Washington,US Airways,Boeing 737-800,160
JFK,3797,DFW,3670,New York,Dallas-Fort Worth,US Airways,Boeing 737-800,160
JFK,3797,DFW,3670,New York,Dallas-Fort Worth,US Airways,Boeing 757,0
JFK,3797,DUB,599,New York,Dublin,US Airways,Boeing 757,0
JFK,3797,FCO,1555,New York,Rome,US Airways,Boeing 767-300,148
JFK,3797,FRA,340,New York,Frankfurt,US Airways,Airbus A380-800,520
JFK,3797,GIG,2560,New York,Rio De Janeiro,US Airways,Boeing 767-300,148
JFK,3797,GRU,2564,New York,Sao Paulo,US Airways,Boeing 777-300ER,396
JFK,3797,GRU,2564,New York,Sao Paulo,US Airways,Boeing 777,388
JFK,3797,IND,3585,New York,Indianapolis,US Airways,Embraer RJ145,0
JFK,3797,IST,1701,New York,Istanbul,US Airways,Airbus A330,0
JFK,3797,IST,1701,New York,Istanbul,US Airways,Boeing 777-300ER,396
JFK,3797,JNB,813,New York,Johannesburg,US Airways,Airbus A340-600,475
JFK,3797,LAS,3877,New York,Las Vegas,US Airways,Boeing 737-800,160
JFK,3797,LAX,3484,New York,Los Angeles,US Airways,Boeing 767-200,290
JFK,3797,LHR,507,New York,London,US Airways,Boeing 777-300ER,396
JFK,3797,MAD,1229,New York,Madrid,US Airways,Boeing 757,0
JFK,3797,MAN,478,New York,Manchester,US Airways,Boeing 757,0
JFK,3797,MCO,3878,New York,Orlando,US Airways,Boeing 767-300,148
JFK,3797,MCO,3878,New York,Orlando,US Airways,Boeing 757,0
JFK,3797,MDE,2745,New York,Rio Negro,US Airways,Airbus A319,132
JFK,3797,MIA,3576,New York,Miami,US Airways,Boeing 757,0
JFK,3797,MIA,3576,New York,Miami,US Airways,Boeing 737-800,160
JFK,3797,MXP,1524,New York,Milano,US Airways,Boeing 767-300,148
JFK,3797,ORD,3830,New York,Chicago,US Airways,Boeing 737-800,160
JFK,3797,ORF,3611,New York,Norfolk,US Airways,Embraer RJ145,0
JFK,3797,PEK,3364,New York,Beijing,US Airways,Boeing 777-300,350
JFK,3797,PHX,3462,New York,Phoenix,US Airways,Airbus A321,192
JFK,3797,PIT,3570,New York,Pittsburgh,US Airways,Embraer RJ145,0
JFK,3797,RDU,3626,New York,Raleigh-durham,US Airways,Embraer RJ140,0
JFK,3797,RDU,3626,New York,Raleigh-durham,US Airways,Canadair Regional Jet 700,0
JFK,3797,SAL,1892,New York,San Salvador,US Airways,Airbus A320,158
JFK,3797,SAN,3731,New York,San Diego,US Airways,Boeing 737-800,160
JFK,3797,SEA,3577,New York,Seattle,US Airways,Boeing 737-800,160
JFK,3797,SFO,3469,New York,San Francisco,US Airways,Boeing 767-300,148
JFK,3797,SJO,1885,New York,San Jose,US Airways,Boeing 737-800,160
JFK,3797,SJU,2890,New York,San Juan,US Airways,Boeing 757,0
JFK,3797,STT,2883,New York,St. Thomas,US Airways,Boeing 757,0
JFK,3797,SXM,2899,New York,Philipsburg,US Airways,Boeing 757,0
JFK,3797,TPA,3646,New York,Tampa,US Airways,Canadair Regional Jet 700,0
JFK,3797,YUL,146,New York,Montreal,US Airways,Embraer RJ140,0
JFK,3797,YYZ,193,New York,Toronto,US Airways,Canadair Regional Jet 700,0
JFK,3797,ZRH,1678,New York,Zurich,US Airways,Boeing 767-300,148
LGA,3697,BNA,3690,New York,Nashville,US Airways,Canadair Regional Jet 700,0
LGA,3697,BOS,3448,New York,Boston,US Airways,Airbus A319,132
LGA,3697,BOS,3448,New York,Boston,US Airways,Embraer 190,0
LGA,3697,CHO,4015,New York,Charlottesville VA,US Airways,Embraer RJ140,0
LGA,3697,CLT,3876,New York,Charlotte,US Airways,Airbus A321,192
LGA,3697,CLT,3876,New York,Charlotte,US Airways,Airbus A319,132
LGA,3697,CLT,3876,New York,Charlotte,US Airways,Airbus A320,158
LGA,3697,CMH,3759,New York,Columbus,US Airways,Canadair Regional Jet 700,0
LGA,3697,CMH,3759,New York,Columbus,US Airways,Embraer RJ140,0
LGA,3697,DAY,3627,New York,Dayton,US Airways,Embraer RJ140,0
LGA,3697,DCA,3520,New York,Washington,US Airways,Airbus A319,132
LGA,3697,DCA,3520,New York,Washington,US Airways,Embraer 190,0
LGA,3697,DFW,3670,New York,Dallas-Fort Worth,US Airways,Boeing 737-800,160
LGA,3697,DTW,3645,New York,Detroit,US Airways,Canadair Regional Jet 700,0
LGA,3697,GSO,4008,New York,Greensboro,US Airways,Embraer RJ140,0
LGA,3697,ILM,3845,New York,Wilmington,US Airways,Embraer RJ140,0
LGA,3697,LIT,3660,New York,Little Rock,US Airways,Canadair Regional Jet 700,0
LGA,3697,MIA,3576,New York,Miami,US Airways,Boeing 737-800,160
LGA,3697,ORD,3830,New York,Chicago,US Airways,Boeing 737-800,160
LGA,3697,ORF,3611,New York,Norfolk,US Airways,Embraer RJ140,0
LGA,3697,PBI,3722,New York,West Palm Beach,US Airways,Boeing 737-800,160
LGA,3697,PHL,3752,New York,Philadelphia,US Airways,Embraer 190,0
LGA,3697,PHL,3752,New York,Philadelphia,US Airways,Airbus A319,132
LGA,3697,PIT,3570,New York,Pittsburgh,US Airways,Embraer 175,0
LGA,3697,RDU,3626,New York,Raleigh-durham,US Airways,Embraer RJ140,0
LGA,3697,RDU,3626,New York,Raleigh-durham,US Airways,Canadair Regional Jet 700,0
LGA,3697,RIC,3608,New York,Richmond,US Airways,Embraer RJ140,0
LGA,3697,ROA,4016,New York,Roanoke VA,US Airways,Embraer RJ140,0
LGA,3697,SDF,4014,New York,Louisville,US Airways,Embraer RJ140,0
LGA,3697,STL,3678,New York,St. Louis,US Airways,Canadair Regional Jet 700,0
LGA,3697,TYS,3676,New York,Knoxville,US Airways,Embraer RJ140,0
LGA,3697,XNA,4356,New York,Bentonville,US Airways,Canadair Regional Jet 700,0
LGA,3697,YUL,146,New York,Montreal,US Airways,Embraer RJ140,0
LGA,3697,YYZ,193,New York,Toronto,US Airways,Canadair Regional Jet 700,0
JFK,3797,MAD,1229,New York,Madrid,Air Europa,Airbus A330-200,234
JFK,3797,ATL,3682,New York,Atlanta,Virgin Atlantic Airways,Boeing 757-200,162
JFK,3797,ATL,3682,New York,Atlanta,Virgin Atlantic Airways,Airbus A319,132
JFK,3797,ATL,3682,New York,Atlanta,Virgin Atlantic Airways,Boeing 737-800,160
JFK,3797,ATL,3682,New York,Atlanta,Virgin Atlantic Airways,Boeing 757,0
JFK,3797,ATL,3682,New York,Atlanta,Virgin Atlantic Airways,McDonnell Douglas MD-88,149
JFK,3797,LHR,507,New York,London,Virgin Atlantic Airways,Airbus A330-300,293
JFK,3797,LHR,507,New York,London,Virgin Atlantic Airways,Airbus A340-600,475
JFK,3797,LHR,507,New York,London,Virgin Atlantic Airways,Boeing 747-400,366
JFK,3797,MSY,3861,New York,New Orleans,Virgin Atlantic Airways,Canadair Regional Jet 900,0
JFK,3797,LAS,3877,New York,Las Vegas,Virgin America,Airbus A320,158
JFK,3797,LAX,3484,New York,Los Angeles,Virgin America,Airbus A320,158
JFK,3797,SFO,3469,New York,San Francisco,Virgin America,Airbus A320,158
JFK,3797,LOS,273,New York,Lagos,World Scale Airlines,Airbus A340-500,0
JFK,3797,YYC,178,New York,Calgary,WestJet,Boeing 737-600,113
JFK,3797,YYZ,193,New York,Toronto,WestJet,Canadair Regional Jet 700,0
LGA,3697,ATL,3682,New York,Atlanta,WestJet,McDonnell Douglas MD-88,149
LGA,3697,ATL,3682,New York,Atlanta,WestJet,Boeing 757,0
LGA,3697,ATL,3682,New York,Atlanta,WestJet,Airbus A320,158
LGA,3697,ATL,3682,New York,Atlanta,WestJet,Boeing 737-800,160
LGA,3697,ATL,3682,New York,Atlanta,WestJet,Boeing 737-900,175
LGA,3697,MSY,3861,New York,New Orleans,WestJet,Airbus A319,132
LGA,3697,MSY,3861,New York,New Orleans,WestJet,Canadair Regional Jet 900,0
LGA,3697,YHZ,73,New York,Halifax,WestJet,Canadair Regional Jet 700,0
LGA,3697,YUL,146,New York,Montreal,WestJet,Canadair Regional Jet 700,0
LGA,3697,YYZ,193,New York,Toronto,WestJet,Boeing 737-600,113
JFK,3797,GYE,2673,New York,Guayaquil,Aerolane,Boeing 767-300,148
CLT,3876,SFO,3469,Charlotte,San Francisco,American Airlines,Airbus A321,192
DFW,3670,SFO,3469,Dallas-Fort Worth,San Francisco,American Airlines,Boeing 737-800,160
DFW,3670,SFO,3469,Dallas-Fort Worth,San Francisco,American Airlines,Boeing 757,0
DFW,3670,SFO,3469,Dallas-Fort Worth,San Francisco,American Airlines,Boeing 767-300,148
HKG,3077,SFO,3469,Hong Kong,San Francisco,American Airlines,Boeing 777-300,350
HKG,3077,SFO,3469,Hong Kong,San Francisco,American Airlines,Boeing 747-400,366
HND,2359,SFO,3469,Tokyo,San Francisco,American Airlines,Boeing 787,0
LAX,3484,SFO,3469,Los Angeles,San Francisco,American Airlines,Boeing 737-800,160
LHR,507,SFO,3469,London,San Francisco,American Airlines,Boeing 747-400,366
MIA,3576,SFO,3469,Miami,San Francisco,American Airlines,Boeing 767-300,148
MIA,3576,SFO,3469,Miami,San Francisco,American Airlines,Boeing 757,0
MIA,3576,SFO,3469,Miami,San Francisco,American Airlines,Boeing 737-800,160
ORD,3830,SFO,3469,Chicago,San Francisco,American Airlines,Boeing 737-800,160
PDX,3720,SFO,3469,Portland,San Francisco,American Airlines,De Havilland Canada DHC-8-400 Dash 8Q,0
PDX,3720,SFO,3469,Portland,San Francisco,American Airlines,Boeing 737,0
PHL,3752,SFO,3469,Philadelphia,San Francisco,American Airlines,Airbus A320,158
PHL,3752,SFO,3469,Philadelphia,San Francisco,American Airlines,Airbus A321,192
PHX,3462,SFO,3469,Phoenix,San Francisco,American Airlines,Airbus A320,158
PHX,3462,SFO,3469,Phoenix,San Francisco,American Airlines,Airbus A321,192
SEA,3577,SFO,3469,Seattle,San Francisco,American Airlines,Boeing 737,0
YUL,146,SFO,3469,Montreal,San Francisco,Air Canada,Airbus A319,132
YVR,156,SFO,3469,Vancouver,San Francisco,Air Canada,Embraer 190,0
YVR,156,SFO,3469,Vancouver,San Francisco,Air Canada,Airbus A320,158
YVR,156,SFO,3469,Vancouver,San Francisco,Air Canada,Airbus A319,132
YYC,178,SFO,3469,Calgary,San Francisco,Air Canada,Canadair Regional Jet 700,0
YYZ,193,SFO,3469,Toronto,San Francisco,Air Canada,Airbus A320,158
ATL,3682,SFO,3469,Atlanta,San Francisco,Air France,Boeing 767-300,148
ATL,3682,SFO,3469,Atlanta,San Francisco,Air France,Boeing 737-900,175
ATL,3682,SFO,3469,Atlanta,San Francisco,Air France,Boeing 757,0
CDG,1382,SFO,3469,Paris,San Francisco,Air France,Airbus A380-800,520
MSP,3858,SFO,3469,Minneapolis,San Francisco,Air France,Boeing 757-300,232
HKG,3077,SFO,3469,Hong Kong,San Francisco,Air India Limited,Boeing 777-300ER,396
ICN,3930,SFO,3469,Seoul,San Francisco,Air India Limited,Boeing 777-300ER,396
MEX,1824,SFO,3469,Mexico City,San Francisco,AeroM̩xico,Boeing 737,0
DFW,3670,SFO,3469,Dallas-Fort Worth,San Francisco,Alaska Airlines,Boeing 737-800,160
DFW,3670,SFO,3469,Dallas-Fort Worth,San Francisco,Alaska Airlines,Boeing 757,0
DFW,3670,SFO,3469,Dallas-Fort Worth,San Francisco,Alaska Airlines,Boeing 767-300,148
LAX,3484,SFO,3469,Los Angeles,San Francisco,Alaska Airlines,Boeing 737-800,160
MIA,3576,SFO,3469,Miami,San Francisco,Alaska Airlines,Boeing 767-300,148
MIA,3576,SFO,3469,Miami,San Francisco,Alaska Airlines,Boeing 757,0
MIA,3576,SFO,3469,Miami,San Francisco,Alaska Airlines,Boeing 737-800,160
ORD,3830,SFO,3469,Chicago,San Francisco,Alaska Airlines,Boeing 737-800,160
PDX,3720,SFO,3469,Portland,San Francisco,Alaska Airlines,Boeing 737-400,189
PDX,3720,SFO,3469,Portland,San Francisco,Alaska Airlines,Boeing 737-700,124
SEA,3577,SFO,3469,Seattle,San Francisco,Alaska Airlines,Boeing 737-400,189
SEA,3577,SFO,3469,Seattle,San Francisco,Alaska Airlines,Boeing 737-700,124
SEA,3577,SFO,3469,Seattle,San Francisco,Alaska Airlines,Boeing 737-900,175
SAL,1892,SFO,3469,San Salvador,San Francisco,Avianca - Aerovias Nacionales de Colombia,Airbus A319,132
SAL,1892,SFO,3469,San Salvador,San Francisco,Avianca - Aerovias Nacionales de Colombia,Airbus A320,158
LHR,507,SFO,3469,London,San Francisco,Finnair,Boeing 747-400,366
CDG,1382,SFO,3469,Paris,San Francisco,Alitalia,Airbus A380-800,520
AUS,3673,SFO,3469,Austin,San Francisco,JetBlue Airways,Airbus A320,158
BOS,3448,SFO,3469,Boston,San Francisco,JetBlue Airways,Airbus A320,158
DXB,2188,SFO,3469,Dubai,San Francisco,JetBlue Airways,Boeing 777-300ER,396
FLL,3533,SFO,3469,Fort Lauderdale,San Francisco,JetBlue Airways,Airbus A320,158
LGB,3582,SFO,3469,Long Beach,San Francisco,JetBlue Airways,Airbus A320,158
LHR,507,SFO,3469,London,San Francisco,British Airways,Boeing 747-400,366
TPE,2276,SFO,3469,Taipei,San Francisco,EVA Air,Boeing 777-300ER,396
PEK,3364,SFO,3469,Beijing,San Francisco,Air China,Boeing 777-300,350
PVG,3406,SFO,3469,Shanghai,San Francisco,Air China,Boeing 747-400,366
ATL,3682,SFO,3469,Atlanta,San Francisco,China Airlines,Boeing 737-900,175
ATL,3682,SFO,3469,Atlanta,San Francisco,China Airlines,Boeing 757,0
TPE,2276,SFO,3469,Taipei,San Francisco,China Airlines,Boeing 747-400,366
IAH,3550,SFO,3469,Houston,San Francisco,Copa Airlines,Boeing 787-8,231
HKG,3077,SFO,3469,Hong Kong,San Francisco,Cathay Pacific,Boeing 777-300ER,396
HKG,3077,SFO,3469,Hong Kong,San Francisco,Cathay Pacific,Boeing 747-400,366
AMS,580,SFO,3469,Amsterdam,San Francisco,Delta Air Lines,Boeing 747,660
ATL,3682,SFO,3469,Atlanta,San Francisco,Delta Air Lines,Boeing 737-900,175
ATL,3682,SFO,3469,Atlanta,San Francisco,Delta Air Lines,Boeing 757,0
ATL,3682,SFO,3469,Atlanta,San Francisco,Delta Air Lines,Boeing 767-300,148
CDG,1382,SFO,3469,Paris,San Francisco,Delta Air Lines,Airbus A380-800,520
CVG,3488,SFO,3469,Cincinnati,San Francisco,Delta Air Lines,Airbus A320,158
DTW,3645,SFO,3469,Detroit,San Francisco,Delta Air Lines,Boeing 737-900,175
DTW,3645,SFO,3469,Detroit,San Francisco,Delta Air Lines,Boeing 767-300,148
DTW,3645,SFO,3469,Detroit,San Francisco,Delta Air Lines,Boeing 737-800,160
HNL,3728,SFO,3469,Honolulu,San Francisco,Delta Air Lines,Boeing 757-300,232
